ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
S5715|802|3090|04019|AZ|Pima|16|2977631|S5715 - 802|S5715|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7401|S5715 - 802
S5601|200|3090|04019|AZ|Pima|15|2847422|S5601 - 200|S5601|200|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7240|S5601 - 200
S3285|807|3090|04019|AZ|Pima|14|2600311|S3285 - 807|S3285|807|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MG INSURANCE COMPANY|MG Insurance Company|VibrantRx (PDP)|MedImpact Holdings, Inc.|01/01/2019|6962|S3285 - 807
S7694|803|3090|04019|AZ|Pima|14|3441998|S7694 - 803|S7694|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ELIXIR INSURANCE COMPANY|Elixir Insurance|Retiree RxCare 4TC (PDP)|Rite Aid Corporation|01/01/2007|7918|S7694 - 803
H2001|826|3090|04019|AZ|Pima|13|522496|H2001 - 826|H2001|826|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1640|H2001 - 826
S5884|204|3090|04019|AZ|Pima|13|3298498|S5884 - 204|S5884|204|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7628|S5884 - 204
S5884|209|3090|04019|AZ|Pima|13|3299905|S5884 - 209|S5884|209|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7633|S5884 - 209
S5601|207|3090|04019|AZ|Pima|11|2849526|S5601 - 207|S5601|207|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7247|S5601 - 207
E3014|802|3090|04019|AZ|Pima|0|6594|E3014 - 802|E3014|802|Employer/Union Only Direct Contract PDP|Employer/Union Only Direct Contract PDP|Yes|No|Yes|PSERS HOP PROGRAM|Pennsylvania Public School Employees Retirement Sy|PSERS Health Options Program Value (Employer PDP)|Commonwealth of PA Pub Schools Retirement System|01/01/2007|4|E3014 - 802
E4744|801|3090|04019|AZ|Pima|0|9837|E4744 - 801|E4744|801|Employer/Union Only Direct Contract PDP|Employer/Union Only Direct Contract PDP|Yes|No|Yes|MODOT/MSHP MEDICAL AND LIFE INSURANCE PLAN|MISSOURI DEPARTMENT OF TRANSPORTATION|Missouri Department of Transportatio/ Highway Patr (Employer PDP)|Missouri Highways and Transportation Commission|01/01/2007|5|E4744 - 801
H0028|801|3090|04019|AZ|Pima|0|15452|H0028 - 801|H0028|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|CHA HMO, INC.|Humana|Humana Medicare Employer (HMO)|Humana Inc.|01/01/2013|44|H0028 - 801
H0028|802|3090|04019|AZ|Pima|0|15682|H0028 - 802|H0028|802|Local CCP|HMO/HMOPOS|No|No|Yes|CHA HMO, INC.|Humana|Humana Medicare Employer (HMO)|Humana Inc.|01/01/2013|45|H0028 - 802
H0028|804|3090|04019|AZ|Pima|0|15908|H0028 - 804|H0028|804|Local CCP|HMO/HMOPOS|Yes|No|Yes|CHA HMO, INC.|Humana|Humana Medicare Employer (HMO)|Humana Inc.|01/01/2013|46|H0028 - 804
H0028|805|3090|04019|AZ|Pima|0|16134|H0028 - 805|H0028|805|Local CCP|HMO/HMOPOS|No|No|Yes|CHA HMO, INC.|Humana|Humana Medicare Employer (HMO)|Humana Inc.|01/01/2013|47|H0028 - 805
H0104|801|3090|04019|AZ|Pima|0|17587|H0104 - 801|H0104|801|Local CCP|Local PPO|No|No|Yes|BLUE CROSS AND BLUE SHIELD OF ALABAMA|Blue Cross and Blue Shield of Alabama|Blue Advantage Employer Group Plan 801 (PPO)|BlueCross BlueShield of Alabama|07/01/2005|68|H0104 - 801
H0104|802|3090|04019|AZ|Pima|0|20728|H0104 - 802|H0104|802|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF ALABAMA|Blue Cross and Blue Shield of Alabama|Blue Advantage Employer Group Plan 802 (PPO)|BlueCross BlueShield of Alabama|07/01/2005|69|H0104 - 802
H0104|804|3090|04019|AZ|Pima|0|23869|H0104 - 804|H0104|804|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF ALABAMA|Blue Cross and Blue Shield of Alabama|Blue Advantage Employer Group Plan 804 (PPO)|BlueCross BlueShield of Alabama|07/01/2005|70|H0104 - 804
H0104|805|3090|04019|AZ|Pima|0|27010|H0104 - 805|H0104|805|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF ALABAMA|Blue Cross and Blue Shield of Alabama|Blue Advantage Employer Group Plan 805 (PPO)|BlueCross BlueShield of Alabama|07/01/2005|71|H0104 - 805
H0104|806|3090|04019|AZ|Pima|0|30151|H0104 - 806|H0104|806|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF ALABAMA|Blue Cross and Blue Shield of Alabama|Blue Advantage Employer Group Plan 806 (PPO)|BlueCross BlueShield of Alabama|07/01/2005|72|H0104 - 806
H0104|807|3090|04019|AZ|Pima|0|33292|H0104 - 807|H0104|807|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF ALABAMA|Blue Cross and Blue Shield of Alabama|Blue Advantage Employer Group Plan 807 (PPO)|BlueCross BlueShield of Alabama|07/01/2005|73|H0104 - 807
H0104|808|3090|04019|AZ|Pima|0|36433|H0104 - 808|H0104|808|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF ALABAMA|Blue Cross and Blue Shield of Alabama|Blue Advantage Employer Group Plan 808 (PPO)|BlueCross BlueShield of Alabama|07/01/2005|74|H0104 - 808
H0104|809|3090|04019|AZ|Pima|0|39574|H0104 - 809|H0104|809|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF ALABAMA|Blue Cross and Blue Shield of Alabama|Blue Advantage Employer Group Plan 809 (PPO)|BlueCross BlueShield of Alabama|07/01/2005|75|H0104 - 809
H0107|801|3090|04019|AZ|Pima|0|42818|H0107 - 801|H0107|801|Local CCP|Local PPO|Yes|No|Yes|HEALTH CARE SERVICE CORPORATION|Blue Cross and Blue Shield of Montana|Blue Cross Group Medicare Advantage Plan (PPO)|Health Care Service Corporation|01/01/2014|82|H0107 - 801
H0107|802|3090|04019|AZ|Pima|0|46062|H0107 - 802|H0107|802|Local CCP|Local PPO|Yes|No|Yes|HEALTH CARE SERVICE CORPORATION|Blue Cross and Blue Shield of Montana|Blue Cross Group Medicare Advantage Plan (PPO)|Health Care Service Corporation|01/01/2014|83|H0107 - 802
H0107|803|3090|04019|AZ|Pima|0|49306|H0107 - 803|H0107|803|Local CCP|Local PPO|No|No|Yes|HEALTH CARE SERVICE CORPORATION|Blue Cross and Blue Shield of Montana|Blue Cross Group Medicare Advantage Plan (PPO)|Health Care Service Corporation|01/01/2014|84|H0107 - 803
H0107|804|3090|04019|AZ|Pima|0|52550|H0107 - 804|H0107|804|Local CCP|Local PPO|No|No|Yes|HEALTH CARE SERVICE CORPORATION|Blue Cross and Blue Shield of Montana|Blue Cross Group Medicare Advantage Plan (PPO)|Health Care Service Corporation|01/01/2014|85|H0107 - 804
H0107|805|3090|04019|AZ|Pima|0|55794|H0107 - 805|H0107|805|Local CCP|Local PPO|Yes|No|Yes|HEALTH CARE SERVICE CORPORATION|Blue Cross and Blue Shield of Montana|Blue Cross Group Medicare Advantage Plan (PPO)|Health Care Service Corporation|01/01/2014|86|H0107 - 805
H0107|806|3090|04019|AZ|Pima|0|59038|H0107 - 806|H0107|806|Local CCP|Local PPO|Yes|No|Yes|HEALTH CARE SERVICE CORPORATION|Blue Cross and Blue Shield of Montana|Blue Cross Group Medicare Advantage Plan (PPO)|Health Care Service Corporation|01/01/2014|87|H0107 - 806
H0107|807|3090|04019|AZ|Pima|0|62282|H0107 - 807|H0107|807|Local CCP|Local PPO|Yes|No|Yes|HEALTH CARE SERVICE CORPORATION|Blue Cross and Blue Shield of Montana|Blue Cross Group Medicare Advantage Plan (PPO)|Health Care Service Corporation|01/01/2014|88|H0107 - 807
H0302|801|3090|04019|AZ|Pima|0|70022|H0302 - 801|H0302|801|Local CCP|HMO/HMOPOS|No|No|Yes|MEDISUN, INC.|Blue Cross Blue Shield of Arizona Advantage|Blue Medicare Advantage Employer Plan (HMO)|Blue Cross Blue Shield of Arizona|08/01/1999|192|H0302 - 801
H0351|801|3090|04019|AZ|Pima|0|74009|H0351 - 801|H0351|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH NET OF ARIZONA, INC.|Wellcare by Allwell|Allwell CoCare (HMO)|Centene Corporation|03/01/1992|224|H0351 - 801
H0351|803|3090|04019|AZ|Pima|0|74024|H0351 - 803|H0351|803|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTH NET OF ARIZONA, INC.|Wellcare by Allwell|Allwell CoCare (HMO)|Centene Corporation|03/01/1992|225|H0351 - 803
H0351|804|3090|04019|AZ|Pima|0|74039|H0351 - 804|H0351|804|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH NET OF ARIZONA, INC.|Wellcare by Allwell|Allwell CoCare (HMO)|Centene Corporation|03/01/1992|226|H0351 - 804
H0354|804|3090|04019|AZ|Pima|0|74406|H0354 - 804|H0354|804|Local CCP|HMO/HMOPOS|Yes|No|Yes|CIGNA HEALTHCARE OF ARIZONA, INC.|Cigna|Cigna Preferred Medicare (HMO)|CIGNA|12/01/1992|231|H0354 - 804
H0354|805|3090|04019|AZ|Pima|0|74422|H0354 - 805|H0354|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|CIGNA HEALTHCARE OF ARIZONA, INC.|Cigna|Cigna Preferred Medicare FY (HMO)|CIGNA|12/01/1992|232|H0354 - 805
H0504|803|3090|04019|AZ|Pima|0|76663|H0504 - 803|H0504|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield 65 Plus (HMO)|California Physicians' Service|05/01/1996|290|H0504 - 803
H0504|804|3090|04019|AZ|Pima|0|79882|H0504 - 804|H0504|804|Local CCP|HMO/HMOPOS|Yes|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield 65 Plus (HMO)|California Physicians' Service|05/01/1996|291|H0504 - 804
H0504|805|3090|04019|AZ|Pima|0|83101|H0504 - 805|H0504|805|Local CCP|HMO/HMOPOS|No|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield 65 Plus without Rx (HMO)|California Physicians' Service|05/01/1996|292|H0504 - 805
H0504|806|3090|04019|AZ|Pima|0|86320|H0504 - 806|H0504|806|Local CCP|HMO/HMOPOS|No|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield 65 Plus without Rx (HMO)|California Physicians' Service|05/01/1996|293|H0504 - 806
H0523|801|3090|04019|AZ|Pima|0|89581|H0523 - 801|H0523|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH OF CALIFORNIA INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|05/01/1986|299|H0523 - 801
H0523|805|3090|04019|AZ|Pima|0|92722|H0523 - 805|H0523|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH OF CALIFORNIA INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|05/01/1986|300|H0523 - 805
H0524|805|3090|04019|AZ|Pima|0|97632|H0524 - 805|H0524|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|Kaiser Permanente Senior Advantage (HMO)|Kaiser Foundation Health Plan, Inc.|08/01/1987|335|H0524 - 805
H0524|806|3090|04019|AZ|Pima|0|97881|H0524 - 806|H0524|806|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|Kaiser Permanente Senior Advantage (HMO)|Kaiser Foundation Health Plan, Inc.|08/01/1987|336|H0524 - 806
H0543|138|3090|04019|AZ|Pima|0|98367|H0543 - 138|H0543|138|Local CCP|HMO/HMOPOS|Yes|No|No|UHC OF CALIFORNIA|UnitedHealthcare|AARP Medicare Advantage SecureHorizons Plan 2 (HMO)|UnitedHealth Group, Inc.|06/01/1985|359|H0543 - 138
H0543|168|3090|04019|AZ|Pima|0|98540|H0543 - 168|H0543|168|Local CCP|HMO/HMOPOS|Yes|No|No|UHC OF CALIFORNIA|UnitedHealthcare|AARP Medicare Advantage SecureHorizons Focus (HMO)|UnitedHealth Group, Inc.|06/01/1985|374|H0543 - 168
H0543|204|3090|04019|AZ|Pima|0|98741|H0543 - 204|H0543|204|Local CCP|HMO/HMOPOS|Yes|No|No|UHC OF CALIFORNIA|UnitedHealthcare|Sharp Walgreens by UnitedHealthcare (HMO)|UnitedHealth Group, Inc.|06/01/1985|392|H0543 - 204
H0562|123|3090|04019|AZ|Pima|0|100609|H0562 - 123|H0562|123|Local CCP|HMO/HMOPOS|Yes|No|No|HEALTH NET OF CALIFORNIA, INC.|Wellcare by Health Net|Wellcare Low Premium (HMO)|Centene Corporation|10/01/1992|507|H0562 - 123
H0609|809|3090|04019|AZ|Pima|0|101352|H0609 - 809|H0609|809|Local CCP|HMO/HMOPOS|Yes|No|Yes|UnitedHealthcare Benefits of Texas, Inc.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|07/01/1986|547|H0609 - 809
H0609|817|3090|04019|AZ|Pima|0|101395|H0609 - 817|H0609|817|Local CCP|HMO/HMOPOS|Yes|No|Yes|UnitedHealthcare Benefits of Texas, Inc.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|07/01/1986|555|H0609 - 817
H0609|818|3090|04019|AZ|Pima|0|101410|H0609 - 818|H0609|818|Local CCP|HMO/HMOPOS|No|No|Yes|UnitedHealthcare Benefits of Texas, Inc.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|07/01/1986|556|H0609 - 818
H0609|819|3090|04019|AZ|Pima|0|101425|H0609 - 819|H0609|819|Local CCP|HMO/HMOPOS|No|No|Yes|UnitedHealthcare Benefits of Texas, Inc.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|07/01/1986|557|H0609 - 819
H0609|820|3090|04019|AZ|Pima|0|101440|H0609 - 820|H0609|820|Local CCP|HMO/HMOPOS|No|No|Yes|UnitedHealthcare Benefits of Texas, Inc.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|07/01/1986|558|H0609 - 820
H0609|821|3090|04019|AZ|Pima|0|101455|H0609 - 821|H0609|821|Local CCP|HMO/HMOPOS|No|No|Yes|UnitedHealthcare Benefits of Texas, Inc.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|07/01/1986|559|H0609 - 821
H0628|801|3090|04019|AZ|Pima|0|102234|H0628 - 801|H0628|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH OF OHIO INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2020|577|H0628 - 801
H0628|802|3090|04019|AZ|Pima|0|105375|H0628 - 802|H0628|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH OF OHIO INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2020|578|H0628 - 802
H0710|801|3090|04019|AZ|Pima|0|109564|H0710 - 801|H0710|801|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|653|H0710 - 801
H0710|802|3090|04019|AZ|Pima|0|112823|H0710 - 802|H0710|802|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|654|H0710 - 802
H0710|803|3090|04019|AZ|Pima|0|116082|H0710 - 803|H0710|803|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|655|H0710 - 803
H0710|804|3090|04019|AZ|Pima|0|119341|H0710 - 804|H0710|804|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|656|H0710 - 804
H0710|805|3090|04019|AZ|Pima|0|122600|H0710 - 805|H0710|805|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|657|H0710 - 805
H0710|806|3090|04019|AZ|Pima|0|125859|H0710 - 806|H0710|806|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|658|H0710 - 806
H0710|807|3090|04019|AZ|Pima|0|129118|H0710 - 807|H0710|807|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|659|H0710 - 807
H0710|808|3090|04019|AZ|Pima|0|132377|H0710 - 808|H0710|808|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|660|H0710 - 808
H0710|809|3090|04019|AZ|Pima|0|135636|H0710 - 809|H0710|809|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|661|H0710 - 809
H0710|810|3090|04019|AZ|Pima|0|138895|H0710 - 810|H0710|810|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|662|H0710 - 810
H0710|811|3090|04019|AZ|Pima|0|142154|H0710 - 811|H0710|811|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|663|H0710 - 811
H0710|812|3090|04019|AZ|Pima|0|145413|H0710 - 812|H0710|812|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|664|H0710 - 812
H0710|813|3090|04019|AZ|Pima|0|148672|H0710 - 813|H0710|813|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|665|H0710 - 813
H0710|814|3090|04019|AZ|Pima|0|151931|H0710 - 814|H0710|814|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|666|H0710 - 814
H0710|815|3090|04019|AZ|Pima|0|155190|H0710 - 815|H0710|815|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|667|H0710 - 815
H0710|816|3090|04019|AZ|Pima|0|158418|H0710 - 816|H0710|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|668|H0710 - 816
H0710|817|3090|04019|AZ|Pima|0|161017|H0710 - 817|H0710|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|669|H0710 - 817
H0710|818|3090|04019|AZ|Pima|0|163616|H0710 - 818|H0710|818|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|670|H0710 - 818
H0710|820|3090|04019|AZ|Pima|0|166253|H0710 - 820|H0710|820|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|672|H0710 - 820
H0710|821|3090|04019|AZ|Pima|0|166971|H0710 - 821|H0710|821|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|673|H0710 - 821
H0710|822|3090|04019|AZ|Pima|0|170230|H0710 - 822|H0710|822|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|674|H0710 - 822
H0710|823|3090|04019|AZ|Pima|0|173489|H0710 - 823|H0710|823|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|675|H0710 - 823
H0710|824|3090|04019|AZ|Pima|0|176748|H0710 - 824|H0710|824|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|676|H0710 - 824
H0710|825|3090|04019|AZ|Pima|0|180007|H0710 - 825|H0710|825|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|677|H0710 - 825
H0710|826|3090|04019|AZ|Pima|0|183266|H0710 - 826|H0710|826|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|678|H0710 - 826
H0710|827|3090|04019|AZ|Pima|0|186525|H0710 - 827|H0710|827|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|679|H0710 - 827
H0710|829|3090|04019|AZ|Pima|0|189784|H0710 - 829|H0710|829|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|680|H0710 - 829
H0710|830|3090|04019|AZ|Pima|0|193043|H0710 - 830|H0710|830|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|681|H0710 - 830
H0710|831|3090|04019|AZ|Pima|0|196302|H0710 - 831|H0710|831|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|682|H0710 - 831
H0885|801|3090|04019|AZ|Pima|0|201278|H0885 - 801|H0885|801|Local CCP|Local PPO|No|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Group (PPO)|NJ Collaborative Care, LLC|01/01/2021|742|H0885 - 801
H0885|802|3090|04019|AZ|Pima|0|204420|H0885 - 802|H0885|802|Local CCP|Local PPO|Yes|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Group w/Rx (PPO)|NJ Collaborative Care, LLC|01/01/2021|743|H0885 - 802
H0885|803|3090|04019|AZ|Pima|0|207561|H0885 - 803|H0885|803|Local CCP|Local PPO|Yes|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Group w/Rx Ideal (PPO)|NJ Collaborative Care, LLC|01/01/2021|744|H0885 - 803
H0885|804|3090|04019|AZ|Pima|0|210702|H0885 - 804|H0885|804|Local CCP|Local PPO|Yes|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Group w/Rx Complete (PPO)|NJ Collaborative Care, LLC|01/01/2021|745|H0885 - 804
H1016|801|3090|04019|AZ|Pima|0|215070|H1016 - 801|H1016|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|AVMED, INC.|AvMed Medicare|AvMed Employer Group MAPD Plan (HMO)|AvMed, Inc.|09/01/1987|791|H1016 - 801
H1016|802|3090|04019|AZ|Pima|0|218211|H1016 - 802|H1016|802|Local CCP|HMO/HMOPOS|No|No|Yes|AVMED, INC.|AvMed Medicare|AvMed Employer Group MA Only Plan (HMO)|AvMed, Inc.|09/01/1987|792|H1016 - 802
