ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
H0332|809|45940|48453|TX|Travis|0|72252|H0332 - 809|H0332|809|Local CCP|HMO/HMOPOS|Yes|No|Yes|KS PLAN ADMINISTRATORS, LLC|KelseyCare Advantage|KelseyCare Advantage Rx+Choice Retiree (HMO)|Kelsey-Seybold Medical Group, PLLC|01/01/2008|209|H0332 - 809
H0332|810|45940|48453|TX|Travis|0|72506|H0332 - 810|H0332|810|Local CCP|HMO/HMOPOS|Yes|No|Yes|KS PLAN ADMINISTRATORS, LLC|KelseyCare Advantage|KelseyCare Advantage Rx Retiree (HMO)|Kelsey-Seybold Medical Group, PLLC|01/01/2008|210|H0332 - 810
H0332|811|45940|48453|TX|Travis|0|72761|H0332 - 811|H0332|811|Local CCP|HMO/HMOPOS|Yes|No|Yes|KS PLAN ADMINISTRATORS, LLC|KelseyCare Advantage|KelseyCare Advantage Rx Retiree (HMO)|Kelsey-Seybold Medical Group, PLLC|01/01/2008|211|H0332 - 811
H0332|812|45940|48453|TX|Travis|0|73015|H0332 - 812|H0332|812|Local CCP|HMO/HMOPOS|Yes|No|Yes|KS PLAN ADMINISTRATORS, LLC|KelseyCare Advantage|KelseyCare Advantage Rx Retiree (HMO)|Kelsey-Seybold Medical Group, PLLC|01/01/2008|212|H0332 - 812
H0332|813|45940|48453|TX|Travis|0|73269|H0332 - 813|H0332|813|Local CCP|HMO/HMOPOS|Yes|No|Yes|KS PLAN ADMINISTRATORS, LLC|KelseyCare Advantage|KelseyCare Advantage RX Retiree (HMO)|Kelsey-Seybold Medical Group, PLLC|01/01/2008|213|H0332 - 813
H0332|814|45940|48453|TX|Travis|0|73523|H0332 - 814|H0332|814|Local CCP|HMO/HMOPOS|No|No|Yes|KS PLAN ADMINISTRATORS, LLC|KelseyCare Advantage|KelseyCare Advantage Essential Retiree (HMO)|Kelsey-Seybold Medical Group, PLLC|01/01/2008|214|H0332 - 814
H0504|803|45940|48453|TX|Travis|0|79307|H0504 - 803|H0504|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield 65 Plus (HMO)|California Physicians' Service|05/01/1996|290|H0504 - 803
H0504|804|45940|48453|TX|Travis|0|82526|H0504 - 804|H0504|804|Local CCP|HMO/HMOPOS|Yes|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield 65 Plus (HMO)|California Physicians' Service|05/01/1996|291|H0504 - 804
H0504|805|45940|48453|TX|Travis|0|85745|H0504 - 805|H0504|805|Local CCP|HMO/HMOPOS|No|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield 65 Plus without Rx (HMO)|California Physicians' Service|05/01/1996|292|H0504 - 805
H0504|806|45940|48453|TX|Travis|0|88964|H0504 - 806|H0504|806|Local CCP|HMO/HMOPOS|No|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield 65 Plus without Rx (HMO)|California Physicians' Service|05/01/1996|293|H0504 - 806
H0523|801|45940|48453|TX|Travis|0|92225|H0523 - 801|H0523|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH OF CALIFORNIA INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|05/01/1986|299|H0523 - 801
H0523|805|45940|48453|TX|Travis|0|95366|H0523 - 805|H0523|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH OF CALIFORNIA INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|05/01/1986|300|H0523 - 805
H0524|805|45940|48453|TX|Travis|0|97826|H0524 - 805|H0524|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|Kaiser Permanente Senior Advantage (HMO)|Kaiser Foundation Health Plan, Inc.|08/01/1987|335|H0524 - 805
H0524|806|45940|48453|TX|Travis|0|98048|H0524 - 806|H0524|806|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|Kaiser Permanente Senior Advantage (HMO)|Kaiser Foundation Health Plan, Inc.|08/01/1987|336|H0524 - 806
H0543|145|45940|48453|TX|Travis|0|98430|H0543 - 145|H0543|145|Local CCP|HMO/HMOPOS|Yes|No|No|UHC OF CALIFORNIA|UnitedHealthcare|Sharp SecureHorizons Plan by UnitedHealthcare (HMO)|UnitedHealth Group, Inc.|06/01/1985|362|H0543 - 145
H0628|801|45940|48453|TX|Travis|0|104878|H0628 - 801|H0628|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH OF OHIO INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2020|577|H0628 - 801
H0628|802|45940|48453|TX|Travis|0|108019|H0628 - 802|H0628|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH OF OHIO INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2020|578|H0628 - 802
H0710|801|45940|48453|TX|Travis|0|112208|H0710 - 801|H0710|801|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|653|H0710 - 801
H0710|802|45940|48453|TX|Travis|0|115467|H0710 - 802|H0710|802|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|654|H0710 - 802
H0710|803|45940|48453|TX|Travis|0|118726|H0710 - 803|H0710|803|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|655|H0710 - 803
H0710|804|45940|48453|TX|Travis|0|121985|H0710 - 804|H0710|804|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|656|H0710 - 804
H0710|805|45940|48453|TX|Travis|0|125244|H0710 - 805|H0710|805|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|657|H0710 - 805
H0710|806|45940|48453|TX|Travis|0|128503|H0710 - 806|H0710|806|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|658|H0710 - 806
H0710|807|45940|48453|TX|Travis|0|131762|H0710 - 807|H0710|807|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|659|H0710 - 807
H0710|808|45940|48453|TX|Travis|0|135021|H0710 - 808|H0710|808|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|660|H0710 - 808
H0710|809|45940|48453|TX|Travis|0|138280|H0710 - 809|H0710|809|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|661|H0710 - 809
H0710|810|45940|48453|TX|Travis|0|141539|H0710 - 810|H0710|810|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|662|H0710 - 810
H0710|811|45940|48453|TX|Travis|0|144798|H0710 - 811|H0710|811|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|663|H0710 - 811
H0710|812|45940|48453|TX|Travis|0|148057|H0710 - 812|H0710|812|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|664|H0710 - 812
H0710|813|45940|48453|TX|Travis|0|151316|H0710 - 813|H0710|813|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|665|H0710 - 813
H0710|814|45940|48453|TX|Travis|0|154575|H0710 - 814|H0710|814|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|666|H0710 - 814
H0710|815|45940|48453|TX|Travis|0|157834|H0710 - 815|H0710|815|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|667|H0710 - 815
H0710|816|45940|48453|TX|Travis|0|160612|H0710 - 816|H0710|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|668|H0710 - 816
H0710|817|45940|48453|TX|Travis|0|163211|H0710 - 817|H0710|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|669|H0710 - 817
H0710|818|45940|48453|TX|Travis|0|165810|H0710 - 818|H0710|818|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|670|H0710 - 818
H0710|821|45940|48453|TX|Travis|0|169615|H0710 - 821|H0710|821|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|673|H0710 - 821
H0710|822|45940|48453|TX|Travis|0|172874|H0710 - 822|H0710|822|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|674|H0710 - 822
H0710|823|45940|48453|TX|Travis|0|176133|H0710 - 823|H0710|823|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|675|H0710 - 823
H0710|824|45940|48453|TX|Travis|0|179392|H0710 - 824|H0710|824|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|676|H0710 - 824
H0710|825|45940|48453|TX|Travis|0|182651|H0710 - 825|H0710|825|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|677|H0710 - 825
H0710|826|45940|48453|TX|Travis|0|185910|H0710 - 826|H0710|826|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|678|H0710 - 826
H0710|827|45940|48453|TX|Travis|0|189169|H0710 - 827|H0710|827|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|679|H0710 - 827
H0710|829|45940|48453|TX|Travis|0|192428|H0710 - 829|H0710|829|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|680|H0710 - 829
H0710|830|45940|48453|TX|Travis|0|195687|H0710 - 830|H0710|830|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|681|H0710 - 830
H0710|831|45940|48453|TX|Travis|0|198946|H0710 - 831|H0710|831|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|07/01/2004|682|H0710 - 831
H0885|801|45940|48453|TX|Travis|0|203922|H0885 - 801|H0885|801|Local CCP|Local PPO|No|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Group (PPO)|NJ Collaborative Care, LLC|01/01/2021|742|H0885 - 801
H0885|802|45940|48453|TX|Travis|0|207064|H0885 - 802|H0885|802|Local CCP|Local PPO|Yes|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Group w/Rx (PPO)|NJ Collaborative Care, LLC|01/01/2021|743|H0885 - 802
H0885|803|45940|48453|TX|Travis|0|210205|H0885 - 803|H0885|803|Local CCP|Local PPO|Yes|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Group w/Rx Ideal (PPO)|NJ Collaborative Care, LLC|01/01/2021|744|H0885 - 803
H0885|804|45940|48453|TX|Travis|0|213346|H0885 - 804|H0885|804|Local CCP|Local PPO|Yes|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Group w/Rx Complete (PPO)|NJ Collaborative Care, LLC|01/01/2021|745|H0885 - 804
H1016|801|45940|48453|TX|Travis|0|217714|H1016 - 801|H1016|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|AVMED, INC.|AvMed Medicare|AvMed Employer Group MAPD Plan (HMO)|AvMed, Inc.|09/01/1987|791|H1016 - 801
H1016|802|45940|48453|TX|Travis|0|220855|H1016 - 802|H1016|802|Local CCP|HMO/HMOPOS|No|No|Yes|AVMED, INC.|AvMed Medicare|AvMed Employer Group MA Only Plan (HMO)|AvMed, Inc.|09/01/1987|792|H1016 - 802
H1016|803|45940|48453|TX|Travis|0|223996|H1016 - 803|H1016|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|AVMED, INC.|AvMed Medicare|AvMed Employer Group MAPD Non-CY Plan (HMO)|AvMed, Inc.|09/01/1987|793|H1016 - 803
H1016|804|45940|48453|TX|Travis|0|227137|H1016 - 804|H1016|804|Local CCP|HMO/HMOPOS|No|No|Yes|AVMED, INC.|AvMed Medicare|AvMed Employer Group MA Only Non-CY Plan (HMO)|AvMed, Inc.|09/01/1987|794|H1016 - 804
H1036|103|45940|48453|TX|Travis|0|230658|H1036 - 103|H1036|103|Local CCP|HMO/HMOPOS|Yes|Yes|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus SNP-DE H1036-103A (HMO D-SNP)|Humana Inc.|02/01/1986|910|H1036 - 103
H1109|801|45940|48453|TX|Travis|0|237177|H1109 - 801|H1109|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH INC.(GA)|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|07/01/2005|1027|H1109 - 801
H1109|802|45940|48453|TX|Travis|0|240318|H1109 - 802|H1109|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH INC.(GA)|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|07/01/2005|1028|H1109 - 802
H1248|801|45940|48453|TX|Travis|0|245606|H1248 - 801|H1248|801|Local CCP|Local PPO|Yes|No|Yes|LOUISIANA HEALTH SERVICE & INDEMNITY COMPANY|Blue Cross and Blue Shield of Louisiana|Blue Advantage (PPO)|Louisiana Health Service & Indemnity Company|01/01/2019|1096|H1248 - 801
H1248|802|45940|48453|TX|Travis|0|248865|H1248 - 802|H1248|802|Local CCP|Local PPO|Yes|No|Yes|LOUISIANA HEALTH SERVICE & INDEMNITY COMPANY|Blue Cross and Blue Shield of Louisiana|Blue Advantage (PPO)|Louisiana Health Service & Indemnity Company|01/01/2019|1097|H1248 - 802
H1248|803|45940|48453|TX|Travis|0|252124|H1248 - 803|H1248|803|Local CCP|Local PPO|No|No|Yes|LOUISIANA HEALTH SERVICE & INDEMNITY COMPANY|Blue Cross and Blue Shield of Louisiana|Blue Advantage (PPO)|Louisiana Health Service & Indemnity Company|01/01/2019|1098|H1248 - 803
H1304|803|45940|48453|TX|Travis|0|256243|H1304 - 803|H1304|803|Local CCP|Local PPO|No|No|Yes|REGENCE BLUESHIELD OF IDAHO|Regence BlueShield Of Idaho|Regence MedAdvantage (PPO)|Cambia Health Solutions, Inc.|07/01/2005|1155|H1304 - 803
H1304|804|45940|48453|TX|Travis|0|259384|H1304 - 804|H1304|804|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUESHIELD OF IDAHO|Regence BlueShield Of Idaho|Regence MedAdvantage + Rx (PPO)|Cambia Health Solutions, Inc.|07/01/2005|1156|H1304 - 804
H1304|805|45940|48453|TX|Travis|0|262525|H1304 - 805|H1304|805|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUESHIELD OF IDAHO|Regence BlueShield Of Idaho|Regence MedAdvantage + Rx 02 (PPO)|Cambia Health Solutions, Inc.|07/01/2005|1157|H1304 - 805
H1304|806|45940|48453|TX|Travis|0|265666|H1304 - 806|H1304|806|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUESHIELD OF IDAHO|Regence BlueShield Of Idaho|Regence MedAdvantage + Rx 03 (PPO)|Cambia Health Solutions, Inc.|07/01/2005|1158|H1304 - 806
H1352|801|45940|48453|TX|Travis|0|269483|H1352 - 801|H1352|801|Local CCP|HMO/HMOPOS|No|No|Yes|BLUE-ADVANTAGE PLUS OF KANSAS CITY, INC.|Blue Medicare Advantage|Blue Medicare Advantage Employer Group Plan MA-CY (HMO)|Blue Cross and Blue Shield of Kansas City|01/01/2016|1182|H1352 - 801
H1352|803|45940|48453|TX|Travis|0|272742|H1352 - 803|H1352|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|BLUE-ADVANTAGE PLUS OF KANSAS CITY, INC.|Blue Medicare Advantage|Blue Medicare Advantage Employer Group Plan MAPDCY (HMO)|Blue Cross and Blue Shield of Kansas City|01/01/2016|1183|H1352 - 803
H1352|804|45940|48453|TX|Travis|0|276001|H1352 - 804|H1352|804|Local CCP|HMO/HMOPOS|Yes|No|Yes|BLUE-ADVANTAGE PLUS OF KANSAS CITY, INC.|Blue Medicare Advantage|Blue Medicare Advantage Employer Group Plan MAPDBY (HMO)|Blue Cross and Blue Shield of Kansas City|01/01/2016|1184|H1352 - 804
H1352|805|45940|48453|TX|Travis|0|279260|H1352 - 805|H1352|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|BLUE-ADVANTAGE PLUS OF KANSAS CITY, INC.|Blue Medicare Advantage|Blue Medicare Advantage Employer Group CYMAPD POS (HMO-POS)|Blue Cross and Blue Shield of Kansas City|01/01/2016|1185|H1352 - 805
H1463|801|45940|48453|TX|Travis|0|285663|H1463 - 801|H1463|801|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTH ALLIANCE CONNECT, INC.|Health Alliance Medicare|Medicare Employer HMO (HMO)|The Carle Foundation|10/01/1997|1282|H1463 - 801
H1463|802|45940|48453|TX|Travis|0|288804|H1463 - 802|H1463|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH ALLIANCE CONNECT, INC.|Health Alliance Medicare|Medicare Employer HMO Rx (HMO)|The Carle Foundation|10/01/1997|1283|H1463 - 802
H1463|810|45940|48453|TX|Travis|0|291945|H1463 - 810|H1463|810|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH ALLIANCE CONNECT, INC.|Health Alliance Medicare|Medicare Employer HMO Rx  - non calendar year (HMO)|The Carle Foundation|10/01/1997|1284|H1463 - 810
H1463|811|45940|48453|TX|Travis|0|295086|H1463 - 811|H1463|811|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTH ALLIANCE CONNECT, INC.|Health Alliance Medicare|Medicare Employer HMO-POS (HMO-POS)|The Carle Foundation|10/01/1997|1285|H1463 - 811
H1463|812|45940|48453|TX|Travis|0|298227|H1463 - 812|H1463|812|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH ALLIANCE CONNECT, INC.|Health Alliance Medicare|Medicare Employer HMO-POS with Rx (HMO-POS)|The Carle Foundation|10/01/1997|1286|H1463 - 812
H1463|813|45940|48453|TX|Travis|0|301368|H1463 - 813|H1463|813|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH ALLIANCE CONNECT, INC.|Health Alliance Medicare|Medicare Employer HMO-POS with Rx (HMO-POS)|The Carle Foundation|10/01/1997|1287|H1463 - 813
H1537|801|45940|48453|TX|Travis|0|304949|H1537 - 801|H1537|801|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1305|H1537 - 801
H1537|802|45940|48453|TX|Travis|0|308208|H1537 - 802|H1537|802|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1306|H1537 - 802
H1537|803|45940|48453|TX|Travis|0|311467|H1537 - 803|H1537|803|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1307|H1537 - 803
H1537|804|45940|48453|TX|Travis|0|314726|H1537 - 804|H1537|804|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1308|H1537 - 804
H1537|805|45940|48453|TX|Travis|0|317985|H1537 - 805|H1537|805|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1309|H1537 - 805
H1537|806|45940|48453|TX|Travis|0|321244|H1537 - 806|H1537|806|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1310|H1537 - 806
H1537|807|45940|48453|TX|Travis|0|324022|H1537 - 807|H1537|807|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1311|H1537 - 807
H1537|808|45940|48453|TX|Travis|0|326621|H1537 - 808|H1537|808|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1312|H1537 - 808
H1537|809|45940|48453|TX|Travis|0|329220|H1537 - 809|H1537|809|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1313|H1537 - 809
H1537|823|45940|48453|TX|Travis|0|333025|H1537 - 823|H1537|823|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1316|H1537 - 823
H1537|824|45940|48453|TX|Travis|0|336284|H1537 - 824|H1537|824|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1317|H1537 - 824
H1537|825|45940|48453|TX|Travis|0|339543|H1537 - 825|H1537|825|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1318|H1537 - 825
H1537|826|45940|48453|TX|Travis|0|342802|H1537 - 826|H1537|826|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1319|H1537 - 826
H1537|827|45940|48453|TX|Travis|0|346061|H1537 - 827|H1537|827|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1320|H1537 - 827
H1537|828|45940|48453|TX|Travis|0|349320|H1537 - 828|H1537|828|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2012|1321|H1537 - 828
