ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber|PlanID|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id
H5521|801|36250|39049|OH|Franklin|11516|1868208|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5966|803|33590|36081|NY|Queens|11404|3362092|S5966 - 803|S5966|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|EMBLEMHEALTH PLAN, INC|EmblemHealth Medicare PDP|EmblemHealth National Drug Plan (PDP)|EmblemHealth, Inc.|01/01/2006|7726|S5966 - 803
H5521|801|31260|34021|NJ|Mercer|11386|1867925|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
H0543|144|5430|06065|CA|Riverside|11332|98407|H0543 - 144|H0543|144|Local CCP|HMO/HMOPOS|Yes|No|No|UHC OF CALIFORNIA|UnitedHealthcare|AARP Medicare Advantage SecureHorizons Plan 2 (HMO)|UnitedHealth Group, Inc.|06/01/1985|361|H0543 - 144
S5601|811|33800|36119|NY|Westchester|11320|2883686|S5601 - 811|S5601|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group - State of NY (PDP)|CVS Health Corporation|01/01/2006|7261|S5601 - 811
S4802|141|39560|42091|PA|Montgomery|11120|2725037|S4802 - 141|S4802|141|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7041|S4802 - 141
H0524|806|5410|06061|CA|Placer|11107|97916|H0524 - 806|H0524|806|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|Kaiser Permanente Senior Advantage (HMO)|Kaiser Foundation Health Plan, Inc.|08/01/1987|336|H0524 - 806
S4802|138|33700|36103|NY|Suffolk|11102|2724635|S4802 - 138|S4802|138|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7038|S4802 - 138
H0562|125|5200|06037|CA|Los Angeles|11084|100636|H0562 - 125|H0562|125|Local CCP|HMO/HMOPOS|Yes|No|No|HEALTH NET OF CALIFORNIA, INC.|Wellcare by Health Net|Wellcare No Premium (HMO)|Centene Corporation|10/01/1992|509|H0562 - 125
S5884|114|5440|06067|CA|Sacramento|11072|3271558|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
S5601|805|8010|10003|DE|New Castle|11028|2863018|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
H5521|801|31290|34025|NJ|Monmouth|10963|1867927|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5884|112|29010|32003|NV|Clark|10921|3270725|S5884 - 112|S5884|112|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7550|S5884 - 112
H9572|802|23320|26065|MI|Ingham|10861|2484537|H9572 - 802|H9572|802|Local CCP|Local PPO|No|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Medicare Plus Blue PPO Employer CY (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2010|6681|H9572 - 802
H2001|817|45910|48439|TX|Tarrant|10837|501030|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
H5521|801|31100|34003|NJ|Bergen|10821|1867916|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
H5521|801|31270|34023|NJ|Middlesex|10818|1867926|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5966|803|33331|36047|NY|Kings|10789|3362075|S5966 - 803|S5966|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|EMBLEMHEALTH PLAN, INC|EmblemHealth Medicare PDP|EmblemHealth National Drug Plan (PDP)|EmblemHealth, Inc.|01/01/2006|7726|S5966 - 803
H5521|801|31150|34005|NJ|Burlington|10723|1867917|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5601|805|21020|24005|MD|Baltimore|10677|2863896|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
S4802|146|10350|12071|FL|Lee|10675|2726439|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S4802|149|36170|39035|OH|Cuyahoga|10674|2727659|S4802 - 149|S4802|149|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7049|S4802 - 149
H5521|802|15440|18089|IN|Lake|10617|1870155|H5521 - 802|H5521|802|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4929|H5521 - 802
H1036|265|10280|12057|FL|Hillsborough|10559|232110|H1036 - 265|H1036|265|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-265 (HMO)|Humana Inc.|02/01/1986|949|H1036 - 265
H5521|270|10510|12103|FL|Pinellas|10482|1862814|H5521 - 270|H5521|270|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plus (PPO)|CVS Health Corporation|01/01/2006|4860|H5521 - 270
H1036|265|10500|12101|FL|Pasco|10387|232122|H1036 - 265|H1036|265|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-265 (HMO)|Humana Inc.|02/01/1986|949|H1036 - 265
S5601|207|5400|06059|CA|Orange|10379|2849566|S5601 - 207|S5601|207|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7247|S5601 - 207
H2001|816|52390|55079|WI|Milwaukee|10320|498105|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
S5660|801|42390|45079|SC|Richland|10293|2957653|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
H2001|817|14141|17031|IL|Cook|10235|498898|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
S8841|810|23490|26099|MI|Macomb|10194|3503882|S8841 - 810|S8841|810|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|MPSERS 2022 (PDP)|UnitedHealth Group, Inc.|01/01/2007|7943|S8841 - 810
S5601|197|45610|48201|TX|Harris|10128|2846680|S5601 - 197|S5601|197|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7237|S5601 - 197
H1230|803|12020|15003|HI|Honolulu|10109|242678|H1230 - 803|H1230|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|Kaiser Permanente Employer Group MA-PD (HMO)|Kaiser Foundation Health Plan, Inc.|05/01/1986|1081|H1230 - 803
S8841|803|5440|06067|CA|Sacramento|10081|3490144|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S5660|806|23720|26145|MI|Saginaw|10035|2969325|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
S8841|803|31200|34013|NJ|Essex|10005|3491705|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S5884|174|3060|04013|AZ|Maricopa|9998|3290176|S5884 - 174|S5884|174|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7598|S5884 - 174
S5601|805|22130|25021|MA|Norfolk|9904|2863928|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
S8841|803|31160|34007|NJ|Camden|9873|3491702|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S5601|207|5470|06073|CA|San Diego|9854|2849573|S5601 - 207|S5601|207|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7247|S5601 - 207
H5216|805|18550|21111|KY|Jefferson|9853|1782558|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
H5216|805|1360|01073|AL|Jefferson|9845|1781549|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
S5884|196|14141|17031|IL|Cook|9806|3295700|S5884 - 196|S5884|196|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7620|S5884 - 196
S4802|155|45390|48113|TX|Dallas|9798|2730111|S4802 - 155|S4802|155|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7055|S4802 - 155
H3351|802|33370|36055|NY|Monroe|9748|1119582|H3351 - 802|H3351|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|EXCELLUS HEALTH PLAN, INC.|Excellus Health Plan, Inc|Medicare Blue Choice - Group (HMO-POS)|Lifetime Healthcare, Inc.|01/01/1990|2705|H3351 - 802
H0543|151|5200|06037|CA|Los Angeles|9737|98471|H0543 - 151|H0543|151|Local CCP|HMO/HMOPOS|Yes|No|No|UHC OF CALIFORNIA|UnitedHealthcare|AARP Medicare Advantage Harmony (HMO)|UnitedHealth Group, Inc.|06/01/1985|366|H0543 - 151
H0609|808|3060|04013|AZ|Maricopa|9706|101333|H0609 - 808|H0609|808|Local CCP|HMO/HMOPOS|Yes|No|Yes|UnitedHealthcare Benefits of Texas, Inc.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|07/01/1986|546|H0609 - 808
S5601|811|33000|36001|NY|Albany|9690|2883627|S5601 - 811|S5601|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group - State of NY (PDP)|CVS Health Corporation|01/01/2006|7261|S5601 - 811
S4802|146|10570|12115|FL|Sarasota|9652|2726462|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S5921|413|5200|06037|CA|Los Angeles|9626|3337522|S5921 - 413|S5921|413|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7713|S5921 - 413
H1036|137|34590|37119|NC|Mecklenburg|9575|230863|H1036 - 137|H1036|137|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-137 (HMO)|Humana Inc.|02/01/1986|914|H1036 - 137
S5884|114|5480|06075|CA|San Francisco|9544|3271562|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
H5521|157|7040|09009|CT|New Haven|9492|1859597|H5521 - 157|H5521|157|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4799|H5521 - 157
S8841|803|31300|34027|NJ|Morris|9452|3491712|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
H5521|801|45610|48201|TX|Harris|9447|1868764|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5966|803|33400|36059|NY|Nassau|9443|3362081|S5966 - 803|S5966|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|EMBLEMHEALTH PLAN, INC|EmblemHealth Medicare PDP|EmblemHealth National Drug Plan (PDP)|EmblemHealth, Inc.|01/01/2006|7726|S5966 - 803
H0543|144|5460|06071|CA|San Bernardino|9416|98408|H0543 - 144|H0543|144|Local CCP|HMO/HMOPOS|Yes|No|No|UHC OF CALIFORNIA|UnitedHealthcare|AARP Medicare Advantage SecureHorizons Plan 2 (HMO)|UnitedHealth Group, Inc.|06/01/1985|361|H0543 - 144
S5601|805|14141|17031|IL|Cook|9397|2863311|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
S4802|151|14250|17043|IL|DuPage|9353|2728378|S4802 - 151|S4802|151|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7051|S4802 - 151
S5884|114|5430|06065|CA|Riverside|9346|3271557|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
S5601|820|33331|36047|NY|Kings|9276|2905865|S5601 - 820|S5601|820|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Rx offered by SilverScript - DC (PDP)|CVS Health Corporation|01/01/2006|7268|S5601 - 820
S5884|114|5530|06085|CA|Santa Clara|9252|3271567|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
H1036|291|34330|37067|NC|Forsyth|9235|232752|H1036 - 291|H1036|291|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-291 (HMO)|Humana Inc.|02/01/1986|967|H1036 - 291
S5601|820|33590|36081|NY|Queens|9220|2905882|S5601 - 820|S5601|820|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Rx offered by SilverScript - DC (PDP)|CVS Health Corporation|01/01/2006|7268|S5601 - 820
S5884|178|5200|06037|CA|Los Angeles|9139|3290814|S5884 - 178|S5884|178|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7602|S5884 - 178
S8841|803|2020|02020|AK|Anchorage|9126|3489989|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S5601|805|22170|25027|MA|Worcester|9104|2863931|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
H5521|802|33331|36047|NY|Kings|9084|1871265|H5521 - 802|H5521|802|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4929|H5521 - 802
S5601|815|45390|48113|TX|Dallas|9076|2897078|S5601 - 815|S5601|815|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7265|S5601 - 815
H1036|104|10490|12099|FL|Palm Beach|9057|230687|H1036 - 104|H1036|104|Local CCP|HMO/HMOPOS|Yes|Yes|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus SNP-DE H1036-104A (HMO D-SNP)|Humana Inc.|02/01/1986|911|H1036 - 104
S5921|383|10490|12099|FL|Palm Beach|9035|3330964|S5921 - 383|S5921|383|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7683|S5921 - 383
H5521|801|31200|34013|NJ|Essex|9005|1867921|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S4802|148|23620|26125|MI|Oakland|9005|2727431|S4802 - 148|S4802|148|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7048|S4802 - 148
H9572|802|23400|26081|MI|Kent|8986|2484545|H9572 - 802|H9572|802|Local CCP|Local PPO|No|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Medicare Plus Blue PPO Employer CY (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2010|6681|H9572 - 802
S4802|138|33400|36059|NY|Nassau|8958|2724613|S4802 - 138|S4802|138|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7038|S4802 - 138
S5884|114|5460|06071|CA|San Bernardino|8919|3271560|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
S5601|805|22150|25023|MA|Plymouth|8895|2863929|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
S4802|152|26940|29189|MO|St. Louis|8863|2729015|S4802 - 152|S4802|152|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7052|S4802 - 152
S5601|181|39560|42091|PA|Montgomery|8862|2839675|S5601 - 181|S5601|181|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7221|S5601 - 181
H5521|801|31300|34027|NJ|Morris|8858|1867928|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
H2001|816|14920|17167|IL|Sangamon|8825|495696|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
H2001|816|5440|06067|CA|Sacramento|8810|495237|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
S4802|139|31310|34029|NJ|Ocean|8768|2724742|S4802 - 139|S4802|139|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7039|S4802 - 139
S5601|186|10490|12099|FL|Palm Beach|8763|2841590|S5601 - 186|S5601|186|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7226|S5601 - 186
H5521|120|33700|36103|NY|Suffolk|8727|1858991|H5521 - 120|H5521|120|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4781|H5521 - 120
H1036|291|34400|37081|NC|Guilford|8692|232755|H1036 - 291|H1036|291|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-291 (HMO)|Humana Inc.|02/01/1986|967|H1036 - 291
S5660|801|42310|45063|SC|Lexington|8673|2957645|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
H5619|144|42410|45083|SC|Spartanburg|8620|2013526|H5619 - 144|H5619|144|Local CCP|HMO/HMOPOS|Yes|No|No|ARCADIAN HEALTH PLAN, INC.|Humana|Humana Gold Plus H5619-144 (HMO)|Humana Inc.|01/01/2007|5200|H5619 - 144
